,hp,atk,def,spatk,spdef,spd,t11,t12,t21,t22,win
284,-20.0,0.0,-35.0,25.0,15.0,10.0,1.0,0.5,1.0,1.0,1.0
285,61.0,100.0,15.0,119.0,55.0,110.0,1.0,2.0,1.0,1.0,1.0
286,-30.0,-10.0,50.0,-10.0,-90.0,0.0,1.0,1.0,1.0,1.0,0.0
287,15.0,-25.0,40.0,-20.0,-5.0,-30.0,0.5,1.0,1.0,1.0,0.0
288,10.0,85.0,180.0,-70.0,35.0,0.0,1.0,1.0,1.0,1.0,0.0
289,20.0,15.0,0.0,-115.0,-40.0,-40.0,0.0,1.0,1.0,1.0,0.0
290,2.0,-33.0,5.0,-13.0,50.0,-18.0,2.0,2.0,1.0,1.0,0.0
291,-35.0,-47.0,-15.0,60.0,35.0,-2.0,2.0,1.0,0.5,1.0,0.0
292,-45.0,25.0,20.0,-40.0,-50.0,-40.0,1.0,1.0,1.0,1.0,0.0
293,-70.0,-90.0,-20.0,12.0,-5.0,-28.0,1.0,2.0,1.0,1.0,0.0
294,40.0,23.0,-105.0,0.0,-105.0,-35.0,1.0,1.0,0.5,1.0,0.0
295,23.0,30.0,12.0,-43.0,29.0,-41.0,0.5,1.0,1.0,1.0,0.0
296,26.0,15.0,5.0,62.0,12.0,41.0,1.0,1.0,1.0,1.0,1.0
297,6.0,-10.0,-35.0,-43.0,-38.0,-44.0,1.0,1.0,0.5,1.0,0.0
298,65.0,11.0,13.0,41.0,21.0,-3.0,0.5,1.0,1.0,1.0,0.0
299,35.0,32.0,40.0,60.0,62.0,18.0,1.0,0.5,1.0,1.0,1.0
300,-12.0,-15.0,35.0,-28.0,-7.0,5.0,1.0,1.0,1.0,0.5,1.0
301,56.0,27.0,-70.0,99.0,45.0,38.0,2.0,2.0,2.0,1.0,1.0
302,15.0,-10.0,47.0,-87.0,-10.0,-91.0,1.0,1.0,0.5,0.5,0.0
303,0.0,14.0,35.0,-11.0,25.0,-34.0,1.0,0.5,0.5,0.5,0.0
304,-80.0,10.0,10.0,10.0,-5.0,120.0,1.0,1.0,1.0,1.0,1.0
305,15.0,7.0,9.0,34.0,20.0,44.0,2.0,1.0,1.0,2.0,1.0
306,30.0,35.0,-37.0,-45.0,-37.0,9.0,1.0,1.0,1.0,0.5,1.0
307,15.0,70.0,60.0,25.0,15.0,25.0,1.0,1.0,1.0,1.0,1.0
308,27.0,84.0,32.0,9.0,39.0,110.0,1.0,1.0,1.0,1.0,1.0
309,-28.0,-125.0,1.0,10.0,-39.0,-120.0,1.0,0.5,1.0,1.0,0.0
310,5.0,-25.0,5.0,15.0,40.0,10.0,1.0,1.0,0.5,1.0,1.0
311,-63.0,23.0,13.0,-19.0,-7.0,42.0,2.0,2.0,1.0,1.0,1.0
312,36.0,7.0,32.0,29.0,67.0,10.0,1.0,1.0,1.0,1.0,1.0
313,15.0,30.0,25.0,10.0,20.0,-90.0,1.0,1.0,1.0,1.0,1.0
314,-42.0,-25.0,-25.0,1.0,-41.0,-13.0,1.0,1.0,2.0,0.5,0.0
315,30.0,165.0,55.0,87.0,45.0,106.0,0.5,1.0,0.5,1.0,1.0
316,-6.0,-15.0,-5.0,-51.0,-32.0,-21.0,1.0,1.0,1.0,1.0,0.0
317,11.0,34.0,11.0,39.0,6.0,-7.0,1.0,1.0,2.0,1.0,0.0
318,40.0,42.0,30.0,25.0,30.0,12.0,1.0,0.0,1.0,1.0,1.0
319,0.0,4.0,-10.0,-63.0,-10.0,-57.0,0.5,1.0,1.0,1.0,0.0
320,-32.0,-69.0,-60.0,-99.0,-80.0,-60.0,1.0,1.0,1.0,0.5,0.0
321,0.0,0.0,27.0,-25.0,27.0,-14.0,1.0,1.0,1.0,1.0,0.0
322,15.0,-5.0,25.0,60.0,30.0,-15.0,1.0,1.0,1.0,1.0,0.0
323,4.0,30.0,-5.0,28.0,-2.0,-11.0,0.0,1.0,1.0,1.0,0.0
324,10.0,11.0,-5.0,-54.0,-25.0,-2.0,1.0,1.0,1.0,1.0,0.0
325,6.0,54.0,-28.0,14.0,-36.0,45.0,0.5,1.0,1.0,1.0,1.0
326,35.0,95.0,80.0,60.0,20.0,70.0,1.0,1.0,1.0,2.0,1.0
327,39.0,70.0,93.0,5.0,28.0,-21.0,1.0,1.0,1.0,1.0,0.0
328,35.0,35.0,10.0,105.0,30.0,85.0,1.0,2.0,2.0,1.0,1.0
329,5.0,30.0,14.0,-26.0,-2.0,13.0,0.5,1.0,1.0,1.0,1.0
330,48.0,-21.0,9.0,1.0,29.0,-43.0,1.0,1.0,2.0,1.0,0.0
331,-15.0,30.0,51.0,50.0,46.0,-20.0,1.0,0.5,0.5,1.0,0.0
332,-45.0,-43.0,-35.0,-23.0,-45.0,-12.0,1.0,1.0,1.0,1.0,0.0
333,-7.0,31.0,40.0,68.0,27.0,79.0,1.0,1.0,1.0,1.0,1.0
334,32.0,65.0,12.0,-42.0,-94.0,5.0,1.0,1.0,1.0,1.0,1.0
335,5.0,5.0,12.0,-17.0,-21.0,-4.0,0.5,1.0,1.0,1.0,0.0
336,-15.0,-45.0,0.0,-40.0,-35.0,60.0,1.0,1.0,1.0,1.0,0.0
337,-40.0,53.0,43.0,53.0,38.0,81.0,1.0,1.0,1.0,1.0,1.0
338,-25.0,-15.0,-11.0,-12.0,-20.0,14.0,1.0,1.0,1.0,1.0,1.0
339,0.0,-15.0,5.0,34.0,9.0,-5.0,1.0,1.0,1.0,1.0,0.0
340,-14.0,15.0,-10.0,45.0,10.0,34.0,1.0,1.0,1.0,1.0,1.0
341,10.0,-68.0,-5.0,-38.0,5.0,-40.0,0.5,1.0,0.5,1.0,0.0
342,22.0,33.0,30.0,-6.0,-15.0,-44.0,0.5,1.0,2.0,1.0,0.0
343,66.0,71.0,35.0,71.0,38.0,39.0,1.0,1.0,1.0,1.0,1.0
344,4.0,-17.0,-3.0,47.0,15.0,-18.0,1.0,1.0,1.0,1.0,0.0
345,-19.0,-97.0,-82.0,-63.0,-28.0,-86.0,0.5,1.0,1.0,1.0,0.0
346,-26.0,-95.0,-18.0,-94.0,-18.0,-55.0,1.0,1.0,1.0,1.0,0.0
347,-15.0,3.0,-105.0,51.0,33.0,42.0,1.0,1.0,1.0,1.0,1.0
348,55.0,30.0,55.0,35.0,35.0,-25.0,1.0,1.0,1.0,0.0,0.0
349,22.0,-2.0,25.0,31.0,35.0,25.0,0.5,1.0,1.0,1.0,1.0
350,-10.0,34.0,45.0,29.0,10.0,-63.0,1.0,1.0,1.0,1.0,0.0
351,30.0,-55.0,-40.0,0.0,0.0,-5.0,0.5,1.0,1.0,1.0,0.0
352,-15.0,25.0,35.0,-45.0,-5.0,-60.0,1.0,1.0,1.0,1.0,0.0
353,-12.0,-23.0,-25.0,-52.0,-25.0,-32.0,1.0,1.0,1.0,1.0,0.0
354,41.0,-34.0,0.0,52.0,30.0,-7.0,1.0,1.0,1.0,1.0,0.0
355,-26.0,-57.0,-32.0,-60.0,-50.0,-70.0,1.0,2.0,2.0,1.0,0.0
356,-54.0,-20.0,-37.0,-88.0,-88.0,-40.0,1.0,1.0,1.0,1.0,0.0
357,5.0,-4.0,5.0,-4.0,-20.0,-1.0,1.0,1.0,1.0,1.0,0.0
358,-48.0,-25.0,68.0,-22.0,49.0,27.0,1.0,1.0,1.0,1.0,1.0
359,17.0,-18.0,-61.0,7.0,64.0,76.0,2.0,2.0,1.0,2.0,1.0
360,-5.0,29.0,5.0,39.0,-5.0,2.0,1.0,1.0,1.0,1.0,1.0
361,35.0,5.0,68.0,10.0,-35.0,-43.0,0.5,1.0,1.0,1.0,0.0
362,35.0,10.0,0.0,-50.0,35.0,50.0,0.5,1.0,1.0,1.0,1.0
363,43.0,56.0,-25.0,56.0,10.0,20.0,0.5,1.0,0.5,0.5,1.0
364,9.0,3.0,20.0,-25.0,0.0,-2.0,1.0,1.0,1.0,1.0,0.0
365,10.0,-26.0,30.0,14.0,40.0,-54.0,0.5,1.0,0.5,1.0,0.0
366,-30.0,-50.0,0.0,10.0,20.0,0.0,1.0,2.0,1.0,1.0,0.0
367,14.0,44.0,14.0,34.0,64.0,-5.0,1.0,1.0,2.0,1.0,0.0
368,5.0,-50.0,0.0,-15.0,-25.0,-25.0,0.5,1.0,1.0,1.0,0.0
369,-70.0,-76.0,-80.0,-36.0,-36.0,10.0,1.0,1.0,1.0,1.0,1.0
370,-25.0,-20.0,-100.0,0.0,-30.0,-40.0,0.5,0.5,0.0,1.0,0.0
371,-24.0,10.0,-27.0,2.0,-18.0,22.0,1.0,1.0,1.0,1.0,1.0
372,-15.0,-10.0,-116.0,-30.0,-106.0,-35.0,1.0,1.0,1.0,1.0,0.0
373,-19.0,-37.0,2.0,-50.0,-18.0,-63.0,0.5,1.0,1.0,1.0,0.0
374,0.0,-71.0,-49.0,21.0,-51.0,-40.0,1.0,0.5,1.0,2.0,0.0
375,-32.0,-22.0,-42.0,-35.0,-40.0,-34.0,1.0,1.0,2.0,1.0,0.0
376,62.0,139.0,120.0,100.0,25.0,25.0,2.0,1.0,0.5,1.0,1.0
377,-70.0,-120.0,-80.0,-65.0,-80.0,-40.0,2.0,2.0,1.0,1.0,0.0
378,-45.0,-52.0,-5.0,-97.0,-68.0,-2.0,1.0,2.0,1.0,1.0,0.0
379,20.0,-10.0,0.0,40.0,35.0,0.0,1.0,1.0,1.0,1.0,0.0
380,-60.0,-20.0,0.0,-70.0,-40.0,-35.0,2.0,2.0,2.0,1.0,0.0
381,-1.0,13.0,-11.0,36.0,54.0,7.0,1.0,0.5,1.0,1.0,1.0
382,-10.0,5.0,-10.0,4.0,10.0,-13.0,1.0,0.5,1.0,1.0,0.0
383,-15.0,-10.0,-15.0,50.0,25.0,5.0,1.0,1.0,1.0,1.0,1.0
384,-75.0,-55.0,-26.0,-126.0,-52.0,-52.0,0.5,1.0,1.0,1.0,0.0
385,-50.0,5.0,-5.0,50.0,40.0,20.0,1.0,1.0,1.0,1.0,1.0
386,3.0,20.0,18.0,-30.0,18.0,2.0,1.0,1.0,1.0,1.0,1.0
387,10.0,-3.0,-22.0,45.0,45.0,5.0,0.5,2.0,1.0,0.5,1.0
388,25.0,32.0,15.0,70.0,5.0,14.0,1.0,1.0,1.0,1.0,1.0
389,-40.0,-75.0,-90.0,-10.0,-20.0,35.0,1.0,1.0,1.0,1.0,1.0
390,15.0,20.0,30.0,-20.0,-20.0,-65.0,1.0,1.0,1.0,1.0,0.0
391,-26.0,-22.0,-36.0,-49.0,4.0,-48.0,1.0,1.0,1.0,1.0,0.0
392,10.0,15.0,15.0,-10.0,10.0,-10.0,1.0,1.0,2.0,1.0,0.0
393,-16.0,53.0,-20.0,-4.0,-20.0,7.0,1.0,2.0,1.0,1.0,1.0
394,-5.0,-5.0,-25.0,-95.0,-30.0,85.0,1.0,1.0,0.5,1.0,1.0
395,36.0,-20.0,10.0,27.0,15.0,-66.0,1.0,1.0,1.0,1.0,0.0
396,24.0,50.0,106.0,5.0,-5.0,-20.0,1.0,1.0,1.0,1.0,0.0
397,34.0,28.0,33.0,-53.0,27.0,21.0,1.0,1.0,1.0,1.0,1.0
398,9.0,17.0,13.0,-44.0,-1.0,-71.0,2.0,1.0,2.0,1.0,1.0
399,12.0,-15.0,-62.0,46.0,2.0,-43.0,1.0,0.5,2.0,0.5,0.0
400,-5.0,35.0,25.0,-30.0,-10.0,-30.0,1.0,1.0,1.0,1.0,0.0
401,24.0,9.0,35.0,14.0,45.0,-8.0,1.0,1.0,1.0,1.0,0.0
402,1.0,35.0,0.0,-40.0,-10.0,35.0,2.0,1.0,1.0,1.0,1.0
403,15.0,65.0,92.0,18.0,-5.0,44.0,1.0,1.0,0.5,0.5,1.0
404,-40.0,-45.0,-55.0,40.0,0.0,25.0,0.5,1.0,1.0,1.0,0.0
405,-11.0,-13.0,12.0,49.0,49.0,29.0,0.5,1.0,2.0,1.0,1.0
406,0.0,-79.0,-53.0,-10.0,-3.0,53.0,0.5,1.0,2.0,1.0,0.0
407,11.0,2.0,25.0,49.0,-30.0,8.0,0.5,1.0,1.0,0.5,1.0
408,37.0,75.0,62.0,-57.0,-99.0,-35.0,1.0,1.0,1.0,1.0,1.0
409,-46.0,-64.0,-12.0,11.0,16.0,-30.0,1.0,2.0,1.0,1.0,0.0
410,-30.0,-65.0,-50.0,-61.0,-27.0,-62.0,0.5,1.0,1.0,1.0,0.0
411,-45.0,-100.0,-100.0,-60.0,-50.0,-15.0,1.0,1.0,1.0,1.0,0.0
412,40.0,-40.0,10.0,-100.0,-50.0,-60.0,2.0,1.0,1.0,1.0,0.0
413,-39.0,60.0,15.0,-10.0,-20.0,10.0,1.0,2.0,1.0,1.0,1.0
414,-65.0,-87.0,-142.0,-14.0,-4.0,42.0,1.0,1.0,1.0,1.0,0.0
415,45.0,-7.0,-6.0,-10.0,7.0,-42.0,2.0,2.0,0.5,2.0,0.0
416,6.0,-16.0,0.0,36.0,25.0,94.0,1.0,0.5,1.0,1.0,1.0
417,-3.0,65.0,-30.0,-57.0,-48.0,-27.0,1.0,1.0,1.0,1.0,0.0
418,-7.0,-18.0,30.0,9.0,33.0,-49.0,2.0,1.0,2.0,2.0,1.0
419,60.0,90.0,30.0,0.0,30.0,35.0,1.0,1.0,1.0,1.0,1.0
420,66.0,85.0,50.0,75.0,119.0,34.0,1.0,1.0,1.0,1.0,1.0
421,-11.0,-31.0,-46.0,29.0,44.0,14.0,1.0,1.0,1.0,1.0,1.0
422,0.0,1.0,-21.0,19.0,31.0,20.0,1.0,1.0,1.0,1.0,1.0
423,-25.0,-12.0,-27.0,13.0,-27.0,41.0,0.5,1.0,1.0,1.0,1.0
424,-50.0,-25.0,-30.0,-65.0,-30.0,-52.0,1.0,1.0,1.0,1.0,0.0
425,-46.0,29.0,-47.0,-50.0,-35.0,18.0,0.5,1.0,1.0,1.0,1.0
426,-35.0,-21.0,9.0,-35.0,5.0,-100.0,0.5,1.0,1.0,1.0,0.0
427,45.0,65.0,10.0,-45.0,-20.0,-70.0,1.0,0.5,1.0,1.0,1.0
428,-15.0,-7.0,4.0,-60.0,-5.0,-74.0,1.0,1.0,1.0,1.0,0.0
429,5.0,30.0,-5.0,30.0,-20.0,10.0,1.0,1.0,2.0,1.0,1.0
430,-24.0,-35.0,-50.0,-70.0,0.0,-26.0,1.0,0.5,0.5,1.0,0.0
431,35.0,60.0,70.0,35.0,30.0,65.0,1.0,1.0,1.0,2.0,1.0
432,-35.0,-90.0,-29.0,100.0,-35.0,49.0,1.0,0.5,1.0,1.0,1.0
433,30.0,-8.0,2.0,-5.0,0.0,-24.0,1.0,1.0,1.0,1.0,0.0
434,25.0,10.0,21.0,85.0,51.0,35.0,0.5,1.0,0.5,1.0,1.0
435,20.0,30.0,-45.0,-5.0,-15.0,0.0,1.0,1.0,1.0,1.0,0.0
436,-52.0,5.0,-45.0,-50.0,-45.0,5.0,0.5,1.0,1.0,1.0,1.0
437,-4.0,-16.0,-30.0,-4.0,-15.0,34.0,0.0,1.0,1.0,1.0,0.0
438,-50.0,-32.0,-134.0,11.0,4.0,37.0,2.0,1.0,1.0,1.0,1.0
439,11.0,-3.0,17.0,-6.0,67.0,15.0,1.0,1.0,0.5,1.0,1.0
440,-15.0,-35.0,15.0,-90.0,-45.0,-75.0,0.5,0.5,1.0,1.0,0.0
441,-25.0,0.0,70.0,10.0,15.0,-63.0,0.5,0.5,1.0,1.0,0.0
442,33.0,32.0,22.0,9.0,4.0,81.0,2.0,1.0,2.0,1.0,1.0
443,-15.0,-35.0,-65.0,60.0,30.0,10.0,1.0,1.0,1.0,1.0,1.0
444,-20.0,-68.0,20.0,-18.0,-50.0,-46.0,1.0,0.5,1.0,1.0,0.0
445,10.0,-40.0,20.0,-25.0,20.0,10.0,1.0,1.0,1.0,1.0,1.0
446,3.0,32.0,-1.0,-24.0,8.0,11.0,1.0,1.0,1.0,1.0,1.0
447,15.0,5.0,-45.0,60.0,30.0,5.0,0.5,1.0,2.0,1.0,1.0
448,26.0,9.0,80.0,31.0,95.0,4.0,1.0,1.0,1.0,1.0,1.0
449,15.0,-10.0,10.0,50.0,30.0,5.0,1.0,1.0,1.0,1.0,1.0
450,-25.0,-15.0,-5.0,10.0,-35.0,60.0,2.0,1.0,1.0,1.0,1.0
451,29.0,76.0,25.0,60.0,15.0,55.0,0.5,1.0,1.0,1.0,1.0
452,183.0,-52.0,-50.0,-42.0,50.0,-64.0,1.0,1.0,1.0,1.0,0.0
453,25.0,10.0,40.0,40.0,40.0,35.0,2.0,1.0,2.0,1.0,1.0
454,-25.0,25.0,5.0,35.0,5.0,26.0,0.5,2.0,1.0,1.0,1.0
455,-39.0,-45.0,-50.0,-80.0,-60.0,-36.0,1.0,1.0,1.0,1.0,0.0
456,9.0,19.0,6.0,19.0,-4.0,26.0,1.0,1.0,1.0,1.0,1.0
457,-39.0,-71.0,-18.0,3.0,-17.0,-11.0,2.0,1.0,1.0,1.0,0.0
458,65.0,65.0,60.0,65.0,45.0,50.0,1.0,1.0,1.0,1.0,1.0
459,-25.0,0.0,0.0,40.0,70.0,10.0,0.5,1.0,1.0,1.0,1.0
460,-18.0,13.0,-56.0,-7.0,-11.0,17.0,1.0,1.0,1.0,1.0,1.0
461,5.0,-60.0,30.0,20.0,30.0,10.0,0.5,1.0,1.0,1.0,1.0
462,-15.0,-40.0,-10.0,-25.0,-15.0,-55.0,0.5,0.5,1.0,1.0,0.0
463,-70.0,-90.0,-35.0,-15.0,55.0,0.0,1.0,1.0,1.0,1.0,0.0
464,-5.0,-5.0,2.0,-5.0,-13.0,20.0,2.0,0.5,2.0,1.0,1.0
465,25.0,-11.0,-11.0,-88.0,-54.0,-16.0,1.0,1.0,1.0,1.0,0.0
466,46.0,40.0,74.0,15.0,7.0,78.0,1.0,1.0,1.0,0.5,1.0
467,14.0,13.0,-55.0,-27.0,-55.0,-5.0,1.0,0.5,1.0,1.0,0.0
468,13.0,56.0,-36.0,11.0,-51.0,12.0,2.0,0.5,1.0,1.0,1.0
469,-76.0,-52.0,33.0,-12.0,0.0,-68.0,1.0,1.0,1.0,1.0,0.0
470,10.0,13.0,10.0,28.0,35.0,20.0,1.0,1.0,1.0,1.0,1.0
471,-75.0,10.0,-35.0,-70.0,-80.0,5.0,2.0,1.0,1.0,1.0,1.0
472,-60.0,-55.0,-60.0,-70.0,-80.0,-25.0,1.0,1.0,1.0,1.0,0.0
473,60.0,-5.0,5.0,15.0,55.0,50.0,1.0,1.0,0.5,0.5,1.0
474,-11.0,3.0,18.0,-15.0,-2.0,-2.0,1.0,1.0,1.0,1.0,0.0
475,0.0,3.0,-8.0,-9.0,-9.0,3.0,1.0,1.0,1.0,1.0,1.0
476,26.0,33.0,27.0,15.0,20.0,-25.0,1.0,1.0,1.0,1.0,0.0
477,15.0,25.0,-15.0,45.0,-15.0,15.0,2.0,0.5,1.0,1.0,1.0
478,-29.0,-28.0,-3.0,-35.0,-5.0,-15.0,2.0,1.0,1.0,1.0,0.0
479,-15.0,-15.0,-30.0,-37.0,-63.0,-14.0,0.5,1.0,1.0,0.5,0.0
480,39.0,37.0,39.0,46.0,36.0,15.0,0.5,1.0,1.0,1.0,1.0
481,10.0,-36.0,-15.0,0.0,-5.0,-49.0,0.5,1.0,1.0,1.0,0.0
482,36.0,22.0,65.0,45.0,17.0,77.0,1.0,1.0,1.0,1.0,1.0
483,-51.0,-11.0,-42.0,-36.0,-52.0,-18.0,1.0,2.0,2.0,0.5,0.0
484,32.0,26.0,27.0,45.0,25.0,20.0,1.0,1.0,1.0,1.0,1.0
485,34.0,-21.0,-15.0,17.0,28.0,11.0,1.0,1.0,0.5,1.0,1.0
486,-45.0,-54.0,10.0,-25.0,-40.0,-52.0,1.0,2.0,1.0,1.0,0.0
487,10.0,110.0,25.0,55.0,15.0,0.0,1.0,1.0,1.0,1.0,0.0
488,2.0,20.0,17.0,103.0,78.0,48.0,1.0,1.0,1.0,1.0,1.0
489,10.0,95.0,50.0,25.0,70.0,68.0,1.0,1.0,1.0,1.0,1.0
490,-18.0,-15.0,-20.0,-5.0,15.0,-11.0,1.0,1.0,1.0,1.0,0.0
491,0.0,30.0,116.0,41.0,-3.0,27.0,0.5,1.0,0.5,1.0,1.0
492,-45.0,-35.0,-55.0,-65.0,-55.0,30.0,1.0,1.0,1.0,1.0,1.0
493,15.0,35.0,15.0,20.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0
494,0.0,5.0,10.0,-30.0,25.0,20.0,1.0,1.0,2.0,1.0,1.0
495,45.0,85.0,3.0,15.0,3.0,9.0,1.0,1.0,0.5,1.0,1.0
496,20.0,30.0,20.0,0.0,0.0,45.0,1.0,1.0,2.0,0.5,1.0
497,-32.0,-60.0,-31.0,-60.0,-50.0,-42.0,0.5,1.0,1.0,1.0,0.0
498,40.0,25.0,-65.0,65.0,-60.0,5.0,1.0,1.0,1.0,1.0,1.0
499,10.0,-20.0,20.0,20.0,25.0,15.0,0.5,1.0,1.0,1.0,1.0
500,0.0,-25.0,-61.0,0.0,2.0,14.0,0.5,0.0,1.0,1.0,0.0
501,-16.0,20.0,100.0,-65.0,-31.0,-60.0,1.0,0.5,0.5,1.0,0.0
502,65.0,50.0,19.0,45.0,105.0,31.0,0.5,1.0,1.0,1.0,1.0
503,50.0,96.0,-5.0,66.0,25.0,63.0,1.0,1.0,1.0,1.0,1.0
504,27.0,95.0,10.0,-25.0,0.0,-27.0,1.0,2.0,1.0,1.0,0.0
505,-25.0,-78.0,-23.0,-78.0,-23.0,-81.0,1.0,1.0,0.5,1.0,0.0
506,190.0,-55.0,-55.0,25.0,85.0,-35.0,1.0,1.0,1.0,1.0,0.0
507,14.0,56.0,5.0,50.0,15.0,55.0,0.5,1.0,2.0,1.0,1.0
508,-25.0,-45.0,-30.0,-5.0,-30.0,15.0,1.0,1.0,0.5,1.0,1.0
509,21.0,140.0,75.0,5.0,65.0,44.0,1.0,1.0,2.0,1.0,1.0
510,-78.0,-90.0,-25.0,-10.0,-60.0,-42.0,0.5,2.0,1.0,1.0,0.0
511,35.0,-10.0,5.0,10.0,10.0,-25.0,1.0,1.0,1.0,1.0,0.0
512,-40.0,-45.0,-45.0,-25.0,-40.0,-20.0,0.5,1.0,1.0,1.0,0.0
513,20.0,45.0,45.0,-45.0,-55.0,-70.0,2.0,1.0,1.0,1.0,1.0
514,25.0,20.0,136.0,11.0,17.0,-13.0,0.5,1.0,1.0,1.0,0.0
515,-13.0,20.0,-5.0,0.0,-20.0,-7.0,1.0,1.0,1.0,1.0,0.0
516,-24.0,-33.0,-40.0,-115.0,-65.0,37.0,1.0,1.0,1.0,1.0,1.0
517,22.0,40.0,18.0,25.0,15.0,15.0,1.0,1.0,1.0,1.0,1.0
518,30.0,28.0,-5.0,43.0,10.0,-21.0,0.5,1.0,1.0,1.0,0.0
519,18.0,90.0,20.0,0.0,50.0,60.0,0.0,1.0,2.0,0.0,0.0
520,15.0,-15.0,-5.0,65.0,15.0,65.0,2.0,2.0,1.0,1.0,1.0
521,-5.0,25.0,-20.0,-10.0,-20.0,-20.0,0.5,2.0,1.0,1.0,0.0
522,21.0,-15.0,20.0,25.0,60.0,-21.0,1.0,1.0,1.0,1.0,0.0
523,-30.0,15.0,10.0,15.0,10.0,100.0,1.0,1.0,1.0,1.0,1.0
524,55.0,95.0,25.0,70.0,10.0,45.0,1.0,1.0,1.0,1.0,1.0
525,-55.0,-90.0,-108.0,-50.0,-58.0,-14.0,0.0,1.0,1.0,1.0,0.0
526,-14.0,-58.0,-24.0,21.0,-44.0,34.0,1.0,2.0,0.5,1.0,1.0
527,-72.0,-125.0,-95.0,-75.0,-65.0,-50.0,1.0,1.0,2.0,1.0,0.0
528,2.0,20.0,25.0,20.0,75.0,-2.0,1.0,1.0,1.0,1.0,0.0
529,70.0,88.0,35.0,-20.0,-5.0,-40.0,1.0,1.0,0.5,1.0,1.0
530,85.0,40.0,50.0,15.0,45.0,50.0,0.0,1.0,1.0,1.0,0.0
531,10.0,-5.0,15.0,-10.0,10.0,-30.0,2.0,0.5,1.0,1.0,0.0
532,-32.0,6.0,-11.0,-44.0,-29.0,-69.0,1.0,1.0,1.0,1.0,0.0
533,-5.0,35.0,5.0,60.0,20.0,20.0,1.0,1.0,1.0,1.0,1.0
534,50.0,15.0,35.0,40.0,10.0,-65.0,1.0,1.0,1.0,1.0,0.0
535,-55.0,-60.0,-40.0,-60.0,-25.0,-50.0,0.5,1.0,0.5,1.0,0.0
536,-15.0,-75.0,-75.0,-110.0,-40.0,-50.0,1.0,1.0,1.0,1.0,0.0
537,11.0,18.0,-57.0,45.0,-61.0,19.0,2.0,1.0,1.0,1.0,1.0
538,19.0,-4.0,15.0,10.0,10.0,10.0,2.0,1.0,1.0,1.0,1.0
539,0.0,0.0,20.0,-35.0,-15.0,-15.0,1.0,0.5,1.0,1.0,0.0
540,26.0,42.0,26.0,29.0,-14.0,43.0,1.0,1.0,1.0,1.0,1.0
541,5.0,35.0,50.0,20.0,0.0,-25.0,1.0,1.0,1.0,1.0,0.0
542,85.0,35.0,40.0,30.0,30.0,-10.0,1.0,1.0,1.0,1.0,0.0
543,3.0,40.0,57.0,-28.0,61.0,-14.0,1.0,1.0,1.0,2.0,0.0
544,20.0,-2.0,0.0,95.0,45.0,47.0,1.0,1.0,1.0,1.0,1.0
545,9.0,24.0,10.0,-5.0,10.0,-40.0,1.0,0.5,0.0,1.0,0.0
546,-37.0,-60.0,-25.0,-90.0,-45.0,-13.0,0.5,1.0,1.0,1.0,0.0
547,38.0,29.0,68.0,31.0,22.0,-13.0,1.0,0.0,1.0,1.0,0.0
548,-45.0,-20.0,22.0,40.0,42.0,51.0,2.0,0.0,0.5,1.0,1.0
549,18.0,58.0,68.0,45.0,48.0,5.0,1.0,1.0,1.0,1.0,1.0
550,35.0,40.0,30.0,-20.0,10.0,0.0,1.0,1.0,1.0,1.0,0.0
551,-65.0,-41.0,15.0,-111.0,-15.0,-59.0,1.0,1.0,1.0,1.0,0.0
552,-18.0,-45.0,-62.0,-70.0,-36.0,-40.0,1.0,0.5,1.0,1.0,0.0
553,-50.0,-35.0,-30.0,-75.0,-20.0,0.0,2.0,1.0,1.0,1.0,0.0
554,-10.0,-27.0,5.0,-37.0,-35.0,-25.0,2.0,1.0,1.0,1.0,0.0
555,-55.0,27.0,12.0,-16.0,-6.0,-17.0,0.5,1.0,1.0,2.0,1.0
556,-15.0,10.0,5.0,-65.0,-35.0,-30.0,1.0,1.0,1.0,1.0,0.0
557,-6.0,-15.0,2.0,-2.0,13.0,-2.0,0.5,1.0,0.5,1.0,0.0
558,-25.0,-74.0,-131.0,-1.0,7.0,12.0,1.0,1.0,1.0,1.0,1.0
559,80.0,124.0,135.0,60.0,85.0,11.0,1.0,1.0,1.0,1.0,1.0
560,65.0,25.0,-20.0,25.0,-15.0,0.0,1.0,1.0,1.0,1.0,0.0
561,-32.0,-45.0,-21.0,15.0,-32.0,-30.0,1.0,1.0,0.5,2.0,0.0
562,20.0,10.0,5.0,35.0,-10.0,25.0,2.0,1.0,2.0,2.0,1.0
563,-5.0,-5.0,95.0,-35.0,95.0,20.0,1.0,1.0,1.0,1.0,1.0
564,-10.0,-21.0,-10.0,-5.0,0.0,-84.0,1.0,2.0,1.0,0.0,0.0
565,-8.0,-57.0,5.0,-40.0,25.0,-13.0,1.0,2.0,2.0,1.0,0.0
566,-41.0,-10.0,-5.0,-42.0,8.0,-1.0,1.0,2.0,1.0,1.0,0.0
567,-5.0,25.0,5.0,-5.0,-5.0,45.0,1.0,1.0,2.0,1.0,1.0
568,27.0,-13.0,-75.0,17.0,-75.0,89.0,1.0,1.0,1.0,1.0,1.0
569,-10.0,-13.0,-1.0,-1.0,31.0,69.0,1.0,1.0,1.0,1.0,1.0
